Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
07/28/2015,Bank account or service,Savings account,Deposits and withdrawals,,,Company chooses not to provide a public response,Bank of the West,AZ,86333,Older American,N/A,Postal mail,08/14/2015,Closed with explanation,Yes,No,1491492
07/28/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,FL,33180,,N/A,Referral,08/04/2015,Closed with explanation,Yes,No,1490268
07/31/2015,Bank account or service,Checking account,Using a debit or ATM card,,,,M&T Bank Corporation,NY,14226,,Consent not provided,Web,08/02/2015,Closed with explanation,Yes,No,1496010
08/05/2015,Money transfers,International money transfer,Other transaction issues,,,,JPMorgan Chase & Co.,TX,75070,,Consent not provided,Web,08/05/2015,Closed with explanation,Yes,No,1504443
08/05/2015,Credit reporting,,Incorrect information on credit report,Account status,"My home went into foreclosure in XXXX of 2009 and both the mortgage holder and the XXXX ( XXXX ) signed off on the agreement. XXXX used XXXX XXXX XXXX as their servicing agent. A copy of the agreement is attached. I have made many attempts, but Equifax refuses to remove the XXXX debt listing from my credit report, thereby preventing me from obtaining a favorable interest rate on a home loan I am trying to obtain. 
",,Equifax,OR,970XX,,Consent provided,Web,08/11/2015,Closed with non-monetary relief,Yes,No,1504947
07/31/2015,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,,,"Capio Partners, LLC",FL,32828,Servicemember,Consent not provided,Web,07/31/2015,Closed with non-monetary relief,Yes,No,1497810
07/28/2015,Bank account or service,Checking account,"Account opening, closing, or management",,"Roughly XXXX years ago I held accounts with Bank of America. After having recurring issues with the account, the account was closed and eventually charged off. I paid BOA all monies owed XXXX {$170.00} XXXX, and have obtained receipt of payment. I recently went to open a bank account at another institution, and everywhere I go I am told that I am unable to open a new account of any kind due to a BANK OF AMERICA account that was satisfied. When I went to BOA to enquire about this, they said informed me that it was nothing they could do, and that this matter is in the hands of XXXX. After contacting XXXX, I was told that BOA reported me for suspected fraud. I later learned that XXXX is an entity jointly owned by BOA and other major banks. I have never been fraudulent in my dealings with my accounts, and was never notified of such suspicion or allegation from Bank of America. It is my understanding that bank records remain on XXXX for up to XXXX years ; however, with this XXXX situation it appears I can be restricted from opening bank accounts for another XXXX YEARS?! After repeated conversations with Bank of America, as well as having PAID IN FULL the debt owed, it appears I am being blacklisted from banking elsewhere, even though I OWE NOTHING to them. I AM BEYOND FRUSTRATION!!! 
",Company chooses not to provide a public response,Bank of America,FL,328XX,,Consent provided,Web,07/28/2015,Closed with non-monetary relief,Yes,No,1490292
07/31/2015,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,ACE Cash Express Inc.,CA,92101,,Consent not provided,Web,07/31/2015,Closed with explanation,Yes,No,1497287
08/11/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"Hello my name is XXXX XXXX. my investigation is not yet complete, from XXXX, Equifax, and XXXX. they must provide to me the case # with the company who report my name, and also tell them they must give me access to dispute it online at the same time. thank you 
",,Equifax,NJ,072XX,,Consent provided,Web,08/11/2015,Closed with explanation,Yes,Yes,1514102
07/28/2015,Credit reporting,,Incorrect information on credit report,Account terms,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",PA,17074,,Consent not provided,Web,07/28/2015,Closed with explanation,Yes,No,1490294
07/31/2015,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,Company chooses not to provide a public response,U.S. Bancorp,TX,77573,,Consent not provided,Web,07/31/2015,Closed with explanation,Yes,No,1497291
07/28/2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"This debt has been settled for over a year now. Pinnacle Credit XXXX -- an old XXXX bill that I did not owe, yet I paid it. 
",,"Pinnacle Credit Services, LLC",PA,190XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1490319
07/31/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I am filing this complaint because I think what Experian is doing to me is wrong, unethical and may be against the law. 
A letter was mailed to Experian on or around XXXX/XXXX/2015. 
I clearly stated my concerns to them regarding inaccurate, questionable or unverifiable information listed on my credit report. 
I also provided a clear copy of my ID, proof of my social security number and a proof of my current mailing address. 
On XXXX/XXXX/2015 I received a notice from Experian stating the following : We received a suspicious request in the mail regarding your personal credit report and determined that it was not sent by you. Suspicious requests are reviewed by Experian security personnel who work regularly with law enforcement officials and regulatory agencies to identify fraudulent and deceptive correspondence purporting to originate from consumers. 

In an effort to safeguard your personal credit information from fraud, we will not be initiating any disputes based on the suspicious correspondence. 
Experian will apply this same policy to any future suspicious requests that we receive regarding your personal credit information, but we will not send additional notices to you of suspicious correspondence. 

If you believe that information in your personal credit report is inaccurate or incomplete, please visit our website at experian.com/validate dispute or call us at XXXX XXXX XXXX XXXX XXXX to speak directly to an Experian consumer assistance representative. 

However, an Experian confirmation number was not even provided on this notice. 
I can not imagine what could have possibly been "" suspicious '' about my correspondence to Experian. 
I should not have to spend endless hours on phone calling the credit bureau back and forth attempting to resolve the issues on my credit report! 
I am filing this complaint because Experian will not respond to any letters that I am sending in ( I sent in an additional request on XXXX/XXXX/15 ). I 'm sure this could be a violation of my rights and Experian should not be deliberately disregarding my concerns! 
",Company chooses not to provide a public response,Experian,NV,891XX,,Consent provided,Web,07/31/2015,Closed with explanation,Yes,No,1497295
07/28/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Don't agree with fees charged,,,"Navient Solutions, Inc.",PA,19426,,Consent not provided,Web,07/28/2015,Closed with explanation,Yes,Yes,1491484
07/31/2015,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,"Shellpoint Mortgage Servicing company has been reporting that I am overdue {$4.00} on a XXXX mortgage that I paid off in XXXX 2014. I am trying to take advantage of a refinance opportunity on my home mortgage so that I can finally get ahead on my budget. I sent Shellpoint a check for {$5.00} to clear up the balance again. They said that there were over {$2000.00} fees transferred with the account and I need to contact Resurgent. XXXX XXXX owns all of these servicing agencies. I have requested a breakdown of the fees and I get nowhere. Each time I inquire about the balance, I get targeted for more fees. This is so unfair. This loan was originally with HomEq. They sold to Resurgent. They sold to Shellpoint. I have worked so hard to get my finances back in order after Hurricane XXXX. I paid every bill that I owed even if the creditor had closed the account and gave a bad report to the credit bureau. I paid every balance. My credit bureau report shows that I have XXXX balances on accounts during that time. Now Shellpoint is reporting that an account I paid in full has not been paid and they are reporting this lie to all XXXX Bureaus every month. I do n't know how to get this removed from my credit. Please help me. 
",Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",LA,708XX,,Consent provided,Web,07/31/2015,Closed with monetary relief,Yes,No,1497297
08/11/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,TD Bank US Holding Company,FL,33810,,Consent not provided,Web,08/11/2015,Closed with explanation,Yes,No,1512596
08/11/2015,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,"They called and gave out all of my personal info without verifying who they were or if they were talking to the right person. They gave out my American address and last XXXX of my social. 
",,"Portfolio Recovery Associates, Inc.",OH,443XX,,Consent provided,Web,08/11/2015,Closed with non-monetary relief,Yes,No,1512575
08/11/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,Company believes the complaint is the result of a misunderstanding,"Express Recovery Services, Inc.",UT,84118,,Consent not provided,Web,08/17/2015,Closed,Yes,No,1512579
07/28/2015,Credit reporting,,Incorrect information on credit report,Account status,"I have been in conversation with both XXXX Bank and Transunion and have requested my mortgage accounts with XXXX Bank be reported. XXXX Bank has been working for almost 2 years trying to correct this and Transunion refuses to add my two accounts with XXXX Bank to my credit report. They continue to tell me to contact XXXX Bank which I have done many times. I would like assistance from you to have Transunion correctly report my two accounts with XXXX Bank to my Transunion Credit report. 
",Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",CA,945XX,,Consent provided,Web,07/28/2015,Closed with explanation,Yes,No,1489640
07/28/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,NY,10312,,N/A,Fax,08/04/2015,Closed with explanation,Yes,No,1491317
08/11/2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"Collection notice from Enhanced Recovery Company , LLC, ( Mailing address XXXX, FL XXXX ) asking for unpaid balance {$150.00} to XXXX. I have automatic payment with XXXX, and do n't have any outstanding balance. 
",Company believes it acted appropriately as authorized by contract or law,ERC,FL,336XX,Older American,Consent provided,Web,08/11/2015,Closed with non-monetary relief,Yes,No,1512593
07/28/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,CARVANT FINANCIAL LLC,VA,23234,,Consent not provided,Web,08/31/2015,Closed with explanation,Yes,No,1490327
08/11/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"Afni, Inc.",FL,33810,,Consent not provided,Web,08/11/2015,Closed with explanation,Yes,No,1512594
08/05/2015,Debt collection,I do not know,False statements or representation,Indicated committed crime not paying,"A company is harrasing me by calling me, my father, and my grandmother telling me I have a warrant out for my arrest. At XXXX, it was aggravated assault and then they corrected themselves and have told me it was for check fraud under a law titled Check XXXX Law. 

They had all my personal information that dated back to when I was in highschool and had a bank account with XXXX XXXX XXXX. I found out that they work with ChecknGo and that they are requesting a debt that was paid off years ago. They did n't even know the difference between the city and the county. They told me XXXX, XXXX was in XXXX XXXX. Which it is not. 

They 're number is XXXX which is in XXXX. They are saying that they are a district attorney office. I called the state Marshall and the prosecutor office. They had nothing on file with my name. I want them to stop harrasing me. 
",,CNG Financial Corporation,CA,952XX,,Consent provided,Web,08/05/2015,Closed with explanation,Yes,No,1504481
08/05/2015,Consumer Loan,Installment loan,Managing the loan or lease,,,Company chooses not to provide a public response,Bank of America,CA,92629,,Consent not provided,Web,08/06/2015,Closed with explanation,Yes,No,1504896
08/05/2015,Credit reporting,,Incorrect information on credit report,Account status,"I found a {$35.00} collection record in my credit report from XXXX back in XXXX 2014. I never received any notices or phone call from them. After a conversation with them, they said the only way to get it out of my credit report is to pay it off. I did pay it off as requested and just found out today that they still have it in my record. I attached a letter from them for your review. 
",Company chooses not to provide a public response,Experian,TX,770XX,,Consent provided,Web,08/05/2015,Closed with non-monetary relief,Yes,No,1504459
08/11/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",VA,23002,Older American,Consent not provided,Web,08/11/2015,Closed with explanation,Yes,No,1512349
08/11/2015,Credit reporting,,Incorrect information on credit report,Public record,,Company chooses not to provide a public response,Experian,NY,11692,,Consent not provided,Web,08/11/2015,Closed with explanation,Yes,No,1512590
08/11/2015,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",NC,28034,,Consent not provided,Web,08/18/2015,Closed with explanation,Yes,No,1512352
08/11/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,"My private student lender sends me a bill with a due date. The bill due date is also on my on-line account, where I pay my bill. I have paid by the due date with on-line payment, and the money has left my bank account, however it is not credited until a week later. I have been reported as late on my credit report, even though I paid the bill by the due date. 
",,ACS Education Services,MD,212XX,,Consent provided,Web,08/11/2015,Closed with explanation,Yes,Yes,1512608
08/05/2015,Bank account or service,Checking account,"Account opening, closing, or management",,,,FirstBank of Puerto Rico,PR,00725,,N/A,Postal mail,09/21/2015,Closed with explanation,Yes,No,1502885
08/05/2015,Credit reporting,,Incorrect information on credit report,Account status,"I have contacted Equifax and disputed the XXXX card entry on my credit report several times. Equifax states that XXXX Card refuses to release the entry for 10 years. The final payment made on this XXXX Card balance was in XXXX, 2008 and delinquency began in XXXX, 2008. ( see attached documentation ). I am trying to secure a home loan at a favorable interest rate and this erroneous entry is preventing that. 
",,Equifax,OR,970XX,,Consent provided,Web,08/05/2015,Closed with non-monetary relief,Yes,No,1504948
07/28/2015,Bank account or service,Savings account,Deposits and withdrawals,,,Company chooses not to provide a public response,Bank of America,FL,32931,Older American,Consent not provided,Web,07/28/2015,Closed with explanation,Yes,No,1490351
07/31/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,Tenet HealthCare Corporation,NC,27330,,Consent not provided,Web,07/31/2015,Closed with explanation,Yes,No,1497830
08/05/2015,Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,"XXXX XXXX called my son, who is in the military and was XXXX and told my son there was an urgent legal matter and that he needed to speak with me. Once my son confirmed that I was his mother XXXX then proceeded to tell that I needed to contact him. 
Then XXXX gave the company name as empire recovery solutions @ XXXXI am not past due, have any outstanding debt or nothing delinquent for 7 years or more and believe this to be a scam. 
I have received multiple calls, all hours, any day of the week from this number but I do n't know anyone in New York so I do not answer 
",Company disputes the facts presented in the complaint,Empire Resolutions Group,FL,329XX,,Consent provided,Web,08/06/2015,Closed with explanation,Yes,No,1505217
07/28/2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",,"Opened a {$12000.00} Care Credit account with GE Capital Retail Bank on XX/XX/2015 for XXXX at the XXXX XXXX XXXX XXXX, which I though was interest free. I had auto-payment withdrawals from my checking account for 2-years. Last couple months I noticed my bank statements went way up, so I contacted Synchrony Bank XX/XX/2015, finally was transferred to a Manager, XXXX, ID # XXXX, and was told that my 24-month promotional period expired XX/XX/2015, and I was charged accured interest of 26.99 % of {$6200.00} on top of my principal balance of {$5400.00}, and my account is now {$11000.00} at interest rate of 26.99 %. After a long heated discussion, I offered to pay the principal immediately, but they offered no help, no options. 
",,Synchrony Financial,WI,532XX,,Consent provided,Web,07/29/2015,Closed with monetary relief,Yes,No,1490358
07/28/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,"Continued calls to boss at workplace after alternate number given, threated sheriff to come talked to boss about garnishing washes after 60days late. 
",Company chooses not to provide a public response,First National Bank of Pennsylvania,TN,373XX,,Consent provided,Web,07/28/2015,Closed with non-monetary relief,Yes,No,1490366
07/28/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Conn's, Inc.",TX,75115,,Consent not provided,Web,09/10/2015,Closed with explanation,Yes,Yes,1490157
08/05/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I submitted a request on XXXX to have the PMI removed from my loan, since I am below 80 % LTV. I received a generic response about a week later, basically saying "" we 'll get back to you '', but as of XXXX, still no answer. Since I went below 80 % LTV in XXXX, I 've made XXXX more mortgage payments including PMI. 
",Company chooses not to provide a public response,"Capital Markets Cooporative, LLC",RI,028XX,,Consent provided,Web,08/05/2015,Closed with explanation,Yes,No,1504509
08/05/2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,Company believes it acted appropriately as authorized by contract or law,"Diversified Adjustment Service, Inc.",KY,42503,Servicemember,Consent not provided,Web,08/05/2015,Closed with explanation,Yes,No,1504524
07/28/2015,Bank account or service,Checking account,"Making/receiving payments, sending money",,,Company chooses not to provide a public response,Wells Fargo & Company,CA,92392,,N/A,Phone,07/28/2015,Closed with explanation,Yes,No,1490375
08/11/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"I have continually received calls from a XXXX that ask for various names of people ( XXXX XXXX, XXXX XXXX, XXXX, etc. ) about missed payments. Not only am I NOT any of these people, but I have no outstanding card debit. 

Upon googling the number I came to find that the harrassers are Discover card in XXXX, OH. I have notified them several times that it 's the wrong number due to 1. I am not who they ask for and 2. I closed my Discover account 5 months ago due to their ineptitude. I also came across a web board where dozens of people have had the EXACT same thing of being continuously called by Discover & asked for the same people ( XXXX XXXX, XXXX, etc ), even though they have stated on numerous times that it 's the wrong number. They always want to argue with me about who I am. Growing frustrated, I called them back and asked for a supervisor. After debating with one of their XXXX, I was finally put in contact with a supervisor named XXXX XXXX, who felt it appropriate to tell me "" we can call whoever we want until we are satisfied '' and when I told her I had been called over XXXX times, she said "" Oh well. '' I filed a complaint with the FTC after every call and yet, they have done nothing. 

Growing tired of their XXXX times a day calls and the FTC refusing to do their jobs, I contacted the XXXX, who sent the information forward. I received an e-mail from a XXXX XXXX who is listed as the Executive Office of Customer Advocacy of Discover shortly there after and a plea to call her so we could "" figure this out. '' Upon calling her, I talked to yet another XXXX who could n't comprehend English very well. Stating first that "" she had left for the day '' I notified him that I was in the process of contacting a lawyer due to the continuous harassment at which point he stated "" Uhhhh, give me a minute, she might be around. '' After several minutes of being on hold, he stated "" she 's in a meeting, she 'll call you back. '' I 'm still waiting for that call. 

All in all I have been called XXXX times, XXXX of them in the last XXXX weeks. I 've talked to a XXXX at Discover who I literally had a 5 minute conversation with about not being XXXX XXXX and he wanted to argue that I was. He called back the very next day and had the same arguement. I 've talked to a XXXX that has asked for XXXX different people when she 's called me in the span of 3 days and when I told her I was neither, her response was "" are you sure? "" The continued harassment by this company goes beyond unreasonable and somebody really needs to hold them accountable for their actions. Either through fines or just a good old fashion XXXX, I do n't care, but it is ridiculious. 

Dates and Times of the last XXXX calls : XXXX XXXX, XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX. XXXX. XXXX. XXXX, XXXX. XXXX, XXXX. XXXX. XXXX. XXXX. XXXX. XXXX 
",,Discover,GA,314XX,,Consent provided,Web,08/11/2015,Closed with non-monetary relief,Yes,No,1512633
08/05/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",TX,77006,,Consent not provided,Web,08/13/2015,Closed with explanation,Yes,No,1504514
08/11/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"I purchased furniture from USA Living in XXXX on XX/XX/2015. The purchase price was about {$4300.00}. They also added on a warranty and something called debt cancellation program totaling over {$1500.00}. No one explained what the warranty was for or what the debt cancelation was or why I needed it. Neither of these charges were explained in the contract to me. I was XXXX when I signed this contract. I have recently found myself being overwhelmed with debt. They have been calling me 2 to 3 times a day hounding me and harassing me for my late payments. They threatened to contact my chain of command. I finally met with an XXXX Personal Financial Counselor and I asked them to stop contacting me by phone. 
",,"USA Discounters, Ltd.",OH,443XX,Servicemember,Consent provided,Web,08/18/2015,Closed,Yes,No,1512640
08/11/2015,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",MD,21801,,Consent not provided,Web,08/11/2015,Closed with explanation,Yes,No,1512298
08/05/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Wells Fargo & Company,AZ,85225,"Older American, Servicemember",N/A,Postal mail,08/12/2015,Closed with explanation,Yes,No,1505039
07/31/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I am filing this complaint because I think what Experian is doing to me is wrong, unethical and may be against the law. A letter was mailed to Experian on or around XXXX/XXXX/15. 
I clearly stated my concerns to them regarding inaccurate, questionable or unverifiable information listed on my credit report. I also provided a clear copy of my ID, proof of my social security number and a proof of my current mailing address. 
On XXXX/XXXX/15 I received a notice from Experian stating the following : '' We received a suspicious request in the mail regarding your personal credit report and determined that it was not sent by you. Suspicious requests are reviewed by Experian security personnel who work regularly with law enforcement officials and regulatory agencies to identify fraudulent and deceptive correspondence purporting to originate from consumers. 
In an effort to safeguard your personal credit information from fraud, we will not be initiating any disputes based on the suspicious correspondence. 
Experian will apply this same policy to any future suspicious requests that we receive regarding your personal credit information, but we will not send additional notices to you of suspicious correspondence. 
If you believe that information in your personal credit report is inaccurate or incomplete, please visit our website at experian.com/validate dispute or call us at XXXX ( XXXX ) XXXX to speak directly to an Experian consumer assistance representative. "" However, an Experian confirmation number was not even provided on this notice. I can not imagine what could have possibly been "" suspicious '' about my correspondence to Experian. I should not have to spend endless hours on phone calling the credit bureau back and forth attempting to resolve the issues on my credit report! I am filing this complaint because Experian will not respond to any letters that I am sending in. I 'm sure this could be a violation of my rights and Experian should not be deliberately disregarding my concerns! 
",Company chooses not to provide a public response,Experian,NV,891XX,,Consent provided,Web,07/31/2015,Closed with explanation,Yes,No,1497377
07/31/2015,Credit reporting,,Incorrect information on credit report,Personal information,"Hello, my name is XXXX XXXX XXXX. You have listed at, XXXX XXXX XXXX, XXXX, XXXX , Ohio , XXXX. I have never live at this address. 
",Company chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",OH,445XX,,Consent provided,Web,07/31/2015,Closed with non-monetary relief,Yes,No,1497607
07/31/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,PA,16507,Older American,N/A,Postal mail,08/07/2015,Closed with non-monetary relief,Yes,No,1497530
07/31/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I am filing this complaint because I think what Experian is doing to me is wrong, unethical and may be against the law. A letter was mailed to Experian on or around [ XXXX/XXXX/15 ]. 
I clearly stated my concerns to them regarding inaccurate, questionable or unverifiable information listed on my credit report. I also provided a clear copy of my ID, proof of my social security number and a proof of my current mailing address. 
On [ XXXX/XXXX/15 ] I received a notice from Experian stating the following : '' We received a suspicious request in the mail regarding your personal credit report and determined that it was not sent by you. Suspicious requests are reviewed by Experian security personnel who work regularly with law enforcement officials and regulatory agencies to identify fraudulent and deceptive correspondence purporting to originate from consumers. 
In an effort to safeguard your personal credit information from fraud, we will not be initiating any disputes based on the suspicious correspondence. 
Experian will apply this same policy to any future suspicious requests that we receive regarding your personal credit information, but we will not send additional notices to you of suspicious correspondence. 
If you believe that information in your personal credit report is inaccurate or incomplete, please visit our website at experian.com/validate dispute or call us at XXXX ( XXXX ) XXXX to speak directly to an Experian consumer assistance representative. "" However, an Experian confirmation number was not even provided on this notice. I can not imagine what could have possibly been "" suspicious '' about my correspondence to Experian. I should not have to spend endless hours on phone calling the credit bureau back and forth attempting to resolve the issues on my credit report! I am filing this complaint because Experian will not respond to any letters that I am sending in. I 'm sure this could be a violation of my rights and Experian should not be deliberately disregarding my concerns! 
",Company chooses not to provide a public response,Experian,NV,891XX,,Consent provided,Web,07/31/2015,Closed with explanation,Yes,No,1497396
08/05/2015,Mortgage,Other mortgage,Other,,,,The Huntington National Bank,OH,45417,,N/A,Referral,08/12/2015,Closed,Yes,No,1504560
08/05/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,CA,920XX,,Other,Web,08/05/2015,Closed with explanation,Yes,No,1504850
08/05/2015,Consumer Loan,Installment loan,Managing the loan or lease,,"Loan that was paid is being drafted by an illegal Tribal Lending Company. Cease & Desist, and needs to stay out of my bank account! 
",,"Big Picture Loans, LLC",TX,750XX,,Consent provided,Web,08/05/2015,Closed with explanation,Yes,No,1505041
08/11/2015,Credit reporting,,Incorrect information on credit report,Account terms,,Company chooses not to provide a public response,Experian,CA,94109,,Consent not provided,Web,08/11/2015,Closed with non-monetary relief,Yes,No,1514152
07/28/2015,Credit card,,Advertising and marketing,,"I have opted out permanently for prescreened credit card offers, but I still get them from Century Bank. I have also called them directly but the offers still come. 
",Company chooses not to provide a public response,U.S. Bancorp,MA,021XX,,Consent provided,Web,07/28/2015,Closed with non-monetary relief,Yes,No,1490399
07/31/2015,Credit card,,APR or interest rate,,,Company chooses not to provide a public response,U.S. Bancorp,NY,10312,,N/A,Postal mail,08/03/2015,Closed with explanation,Yes,No,1497631
08/05/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,34677,,N/A,Fax,08/12/2015,Closed with explanation,Yes,No,1504884
08/05/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company chooses not to provide a public response,Experian,FL,34677,,N/A,Fax,08/06/2015,Closed with non-monetary relief,Yes,Yes,1504885
08/01/2015,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I am filing this complaint because I think what Experian is doing to me is wrong, unethical and may be against the law. A letter was mailed to Experian on or around [ XXXX/XXXX/15 ]. 
I clearly stated my concerns to them regarding inaccurate, questionable or unverifiable information listed on my credit report. I also provided a clear copy of my ID, proof of my social security number and a proof of my current mailing address. 
On [ XXXX/XXXX/15 ] I received a notice from Experian stating the following : '' We received a suspicious request in the mail regarding your personal credit report and determined that it was not sent by you. Suspicious requests are reviewed by Experian security personnel who work regularly with law enforcement officials and regulatory agencies to identify fraudulent and deceptive correspondence purporting to originate from consumers. 
In an effort to safeguard your personal credit information from fraud, we will not be initiating any disputes based on the suspicious correspondence. 
Experian will apply this same policy to any future suspicious requests that we receive regarding your personal credit information, but we will not send additional notices to you of suspicious correspondence. 
If you believe that information in your personal credit report is inaccurate or incomplete, please visit our website at experian.com/validate dispute or call us at XXXX ( XXXX ) XXXX to speak directly to an Experian consumer assistance representative. "" However, an Experian confirmation number was not even provided on this notice. I can not imagine what could have possibly been "" suspicious '' about my correspondence to Experian. I should not have to spend endless hours on phone calling the credit bureau back and forth attempting to resolve the issues on my credit report! I am filing this complaint because Experian will not respond to any letters that I am sending in. I 'm sure this could be a violation of my rights and Experian should not be deliberately disregarding my concerns! 
",Company chooses not to provide a public response,Experian,NV,891XX,,Consent provided,Web,08/01/2015,Closed with explanation,Yes,No,1497835
08/11/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"We have a mortgage with OCWEN Loan SeXXXXrvicing. Payments are made on the first of the month and they do not seem to get processed until the XXXX of the month. NO late fees area accessed as they start on the XXXX. They are stating no payments were made in XXXX and XXXX. All payments are made from a XXXX XXXX bank. I have spent hours on the phone with them, providing them with the actual bank statements as they wanted to make sure the amount was subtracted from the account which checks were written and withdrawn through ACH, no cancelled checks are available. They will not process the amounts and are asking for a cancelled check. I can not make anyone understand as XXXX is clearly the XXXX language of ALL agents. 
",,Ocwen,NY,105XX,,Consent provided,Web,08/11/2015,Closed with explanation,Yes,No,1512685
08/05/2015,Mortgage,Other mortgage,Other,,,,JPMorgan Chase & Co.,CA,92603,,N/A,Referral,08/12/2015,Closed with explanation,Yes,No,1504574
